"Timestamp","State","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"2026-06-18T05:41:21.0979728+00:00","SynSent","127.0.0.1","49999","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.0979728+00:00","SynSent","127.0.0.1","49998","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.0979728+00:00","SynSent","127.0.0.1","49997","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.1135985+00:00","SynSent","127.0.0.1","49996","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.1135985+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:21.1135985+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:21.6641720+00:00","Bound","0.0.0.0","50000","0.0.0.0","0","3056"
"2026-06-18T05:41:21.6641720+00:00","Bound","0.0.0.0","49999","0.0.0.0","0","3056"
"2026-06-18T05:41:21.6641720+00:00","Bound","0.0.0.0","49998","0.0.0.0","0","3056"
"2026-06-18T05:41:21.6641720+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:21.6641720+00:00","SynSent","127.0.0.1","50000","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.6641720+00:00","SynSent","127.0.0.1","49999","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.6641720+00:00","SynSent","127.0.0.1","49998","127.0.0.1","4449","3056"
"2026-06-18T05:41:21.6641720+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:21.6641720+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:22.2137013+00:00","Bound","0.0.0.0","50003","0.0.0.0","0","3056"
"2026-06-18T05:41:22.2137013+00:00","Bound","0.0.0.0","50002","0.0.0.0","0","3056"
"2026-06-18T05:41:22.2609975+00:00","Bound","0.0.0.0","50001","0.0.0.0","0","3056"
"2026-06-18T05:41:22.2609975+00:00","Bound","0.0.0.0","50000","0.0.0.0","0","3056"
"2026-06-18T05:41:22.2609975+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:22.2609975+00:00","SynSent","127.0.0.1","50003","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.2609975+00:00","SynSent","127.0.0.1","50002","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.2609975+00:00","SynSent","127.0.0.1","50001","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.2609975+00:00","SynSent","127.0.0.1","50000","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.2766234+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:22.2766234+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:22.8110897+00:00","Bound","0.0.0.0","50003","0.0.0.0","0","3056"
"2026-06-18T05:41:22.8110897+00:00","Bound","0.0.0.0","50002","0.0.0.0","0","3056"
"2026-06-18T05:41:22.8110897+00:00","Bound","0.0.0.0","50001","0.0.0.0","0","3056"
"2026-06-18T05:41:22.8110897+00:00","Bound","0.0.0.0","50000","0.0.0.0","0","3056"
"2026-06-18T05:41:22.8110897+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:22.8267138+00:00","SynSent","127.0.0.1","50003","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.8267138+00:00","SynSent","127.0.0.1","50002","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.8267138+00:00","SynSent","127.0.0.1","50001","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.8267138+00:00","SynSent","127.0.0.1","50000","127.0.0.1","4449","3056"
"2026-06-18T05:41:22.8267138+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:22.8267138+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:23.3779939+00:00","Bound","0.0.0.0","50003","0.0.0.0","0","3056"
"2026-06-18T05:41:23.3779939+00:00","Bound","0.0.0.0","50002","0.0.0.0","0","3056"
"2026-06-18T05:41:23.3779939+00:00","Bound","0.0.0.0","50001","0.0.0.0","0","3056"
"2026-06-18T05:41:23.3779939+00:00","Bound","0.0.0.0","50000","0.0.0.0","0","3056"
"2026-06-18T05:41:23.3779939+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:23.3779939+00:00","SynSent","127.0.0.1","50003","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.3779939+00:00","SynSent","127.0.0.1","50002","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.3779939+00:00","SynSent","127.0.0.1","50001","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.3779939+00:00","SynSent","127.0.0.1","50000","127.0.0.1","4449","3056"
"2026-06-18T05:41:23.3779939+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:23.3779939+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
